week,sentence,sentiment
1555,ASF 잠복기가 4,neutral
1556,양돈산업의 정상궤도 진입도 장기화 될 우려가 높아지고 ,negative
1556,이상의 시간이 흘렀다,neutral
1556,사실상 소강 상태인 셈이다,neutral
1556,양돈산업은 여전히 ‘올 스톱,negative
1556,극심한 소비 절벽에 돼지 가격은 폭락했고 ,negative
1556,효과는 미비한 상태다,negative
1556,현재 돼지를 정상적으로,neutral
1557,지역 단위 살처분 정책보다 야생 멧돼지 사체 색출이 시급하다는 주장이다,negative
1557,살처분하는 방법도 대안으로 제기됐다,neutral
1557,하태식 회장,neutral
1558,핵심요건임을 거듭 강조했다,neutral
1558,지난 6일 이뤄진 축산전문지 기자 초청 간담회 자리에서다,neutral
1558,다른 매개체를 통한 전파,negative
1559,방역정책에 대한 반감이 극에 이른 경기,negative
1559,목소리로 분노를 표출했다,negative
1559,지금까지 한 건도 ASF가 없었을 뿐 만 아니라,negative
1560,손실액이 10월 한달에만 2천억원을 상회한다는 분석이 나왔다,negative
1560,광역지자체까지 관내 돼지 반출입을 금지하면서 ,negative
1561,방역모델의 윤곽이 잡혔다,neutral
1561,필수시설만 추가하는 형식으로 제안하되 이들 시설의 구체적인 설치 및 운영 방법도 함께 마련키로 했다,neutral
1561,울타리와,neutral
1562,돼지 사육두수가 올 연말을 기점으로 향후 감소세로 돌아설 전망이다,negative
1562,도태의 영향으로,neutral
1563,양상이 더욱 심화되고 ,negative
1563,이상 늘었다,neutral
1563,결과로 풀이된다,neutral
1563,이에,neutral
1564,역대 최악의 가을 불황을 겪고 ,negative
1564,‘설상가상,negative
1564,정산 받았다,neutral
1564,이는 지난해 통계청 기준 두당 생산비 평균 32만3천원이라고 했을 때 1,neutral
1565,국민들을 안심시키고 한돈 소비 확대를 도모키로 했다,positive
1565,이번 광고는,neutral
1566,돼지 값이 11월 들어 빠른 상승세를 보였다,positive
1566,이대로 아프리카돼지열병,negative
1566,돼지 값은 이달 1일까지도 2천900원대에 머물며 약세를 이어갔다,negative
1566,그러던 것이 4일 3천231원으로 뛰어오른 이후 7일 3천476원,neutral
1567,방역을 위해 363억원을 긴급 투입키로 했다,neutral
1567,정부는 이와 관련한 목적 예비비 255억원을 긴급 지원키로 국무회의에서 의결했다,neutral
1567,총 사업비 363억원이 투입된다,neutral
1568,돼지 등급판정 성적도 떨어졌다,negative
1568,출하 돼지 품질 저하와 이로 인한 돼지 값 하락폭 확대의 한 원인인 것이다,negative
1568,출하된 돼지는 171만2천마리로 이 가운데,neutral
1569,살처분한 농가에 지급하는 생계안정비용의 지급기간이 연장될 수 있는 근거가 마련됐다,positive
1569,살처분 농가의 생계지원 강화를 위해 이 같이 개정키로 했다,positive
1569,현재 살처분 농가에 대한 생,neutral
1570,내년 한돈자조금 예산이 올해와 비슷한 352억여원으로 책정됐다,neutral
1570,한돈자조금관리위원회는 지난 12일 서면으로 2019년도 제2차 대의원회를 개최하고 ,neutral
1571,살처분 정책으로 예방 살처분을 실시한 농가들의 평균 부채가 11억원에 이르는 것으로 나타나 이들 농가들에 대한 무이자의 긴급 융자 지원이 필요할 것으로 분석됐다,negative
1571,대상으로 융자 현황을 조사한 결과 총 1천970억원의 부채가 있는 것으로 파악했다,negative
1571,캐피탈 자금이 절반 이상을 차지하는 것으로 조사됐,neutral
1572,악취배출시설 지정이 잇따르고 ,negative
1572,세심한 냄새관리 대책이 필요하게 됐다,neutral
1572,고시를 통해 악취민원이 1년이상 지속되고 ,negative
1573,ASF로 인한 돼지고기 소비촉진 캠페인이 지난 12일에도 국회에서 계속됐다,neutral
1573,김현권 의원이 국,neutral
1574,대표<사진>가 선출됐다,neutral
1574,대의원회 의장 선거가 치러졌다,neutral
1574,총 150명,neutral
1575,종돈업계 피해가 100억원을 상회할 것이란 분석이 나왔다,negative
1575,뚜렷한 피해보상 규정이 없어 종돈업계의 애를 태우고 ,negative
1575,종돈계열화업체 산하 56개 농장을 대상으로 ASF로 인한 이동제한 피해를 조,neutral
1576,양돈업계 차원의 현장점검이 빠르면 금주내 이뤄질 전망이다,neutral
1576,방역당국으로부터 긍정적인 회신을 받은 것으로 알려졌다,positive
1576,이에 따라 야생멧돼지 및 수의전문가 등으로 점검반을,neutral
1577,지역 양돈농가들이 정부의 생계안정자금을 거부하는 초유의 사태가 발생했다,negative
1577,오해를 불러일으키는 요인이 되고 ,negative
1577,이들은 사육규모에 따라 차등 지급되는 생계안정자금의 산,positive
1578,수입육 재고량은 크게 늘었다,negative
1578,그 영향은 당분간 제한적일 것으로 짐작된다,neutral
1578,줄면서 10월말 현재 일,negative
1579,이동제한 조치 장기화로 전국 종돈장 피해도 눈덩이처럼 커지고 ,negative
1579,금액이 100억원을 넘을,negative
1580,지속된 고돈가가 사실상 마감됐다,neutral
1580,가격 폭락 속 고돈가 그늘에 가려졌던 생산성 저하 문제가 다시 대두되고 ,negative
1580,이상 시세가 사실상 무너졌다,negative
1580,고돈가는 무엇보다 돈육 소비가,neutral
1581,소매를 걷어부쳤다,negative
1581,돼지고기 먹방을 선보였다,neutral
1581,지난 11일 국내산 돼지고기의,neutral
1582,협회 경남도협의회장이 경남도청 관계자들에게 협조를 요청하고 ,neutral
1582,이동제한 해제를 해당 지자체에 거듭 요청했다,neutral
1582,이하,neutral
1583,내년도 한돈자조금 살람살이가 잠정 확정됐다,neutral
1583,예산운용 규모가 올해보다 감소하게 됐다,negative
1583,예산안을 원안 의결했다,neutral
1583,기준)과 비교해 ,neutral
1584,장성훈씨가 선출됐다,neutral
1584,자조금 임원 선거를 중앙선거관리위원회의 온라인 투표 시스템 도입을 통해 실시했다,neutral
1584,관리위원장,neutral
1585,성금 2천만원을 기탁했다,positive
1585,농협 종돈 그룹은 지난 14일 전남 소재 NH종돈에서 한돈,neutral
1586,이지바이오 김종철 상무가 성금 전달식을 갖고,neutral
1587,살처분 지역 양돈농가들의 입장이 정리됐다,neutral
1587,발생지역 양돈농가 대표들과 협의를 거쳐 ‘살처분농가 영업손실 소득보전,neutral
1588,행정 조치를 엄격키로 했다,negative
1588,백신 항체양성률 기준치 미만)을 위반했다며,negative
1589,농가들이 정부의 생계안정자금 지원으로는 턱 없이 부족하다며,negative
1589,협회에 따르면 정부의 ASF 특단 대책으로 국가적 방역 협조 차원에서 시군단위 살처분,neutral
1590,법적 개정을 추진하고 있어 논란이 되고 ,negative
1590,이상을 사육하는 시군에서 사육,neutral
1591,분기 농가 경영이 크게 악화된 것으로 파악됐다,negative
1591,각각 하락했다,negative
1591,이는 지난 1,neutral
1592,양돈업계가 거부감을 표출하고 ,negative
1592,<본지 3328호(11월19일자) 16면 참조,neutral
1592,중단과 함께 선량한 농가들에 대한 구제 대책 등 생산자단체,negative
1593,수입육의 약진 속 한돈의 위기로 정리할 수 있을 것 같다,neutral
1593,트렌드 변천사 2010,neutral
1593,수입육이 두각을 나타냈다,positive
1593,이 보고서에 소,neutral
1594,발생지역 양돈농가들과 고통을 분담하려는 손길이 이어지고 ,negative
1594,성금모금에 적극 동참하고 ,positive
1594,수매도태로 실의에 빠져있는 경기,negative
1595,양돈업계의 우려를 자아내고 ,negative
1595,농가피해 지원과 함께 야생멧돼지에서 ASF가 발생하면 사육돼지에 대해서도,neutral
1596,국내 배합사료와 육가공업계가 바라보는 내년도 돼지가격은 어떨까,neutral
1596,의견이 모아지고 ,neutral
1596,추가적 영향이 없다는 전제하에 국내 수요와 공급이 어느 정도 안정세를 보이며 ,neutral
1596,이의가 없다,neutral
1596,국내에서 처음 발생한 이후 약 45만두의 돼지가 살처분,neutral
1597,실적이 뚝 떨어졌다,negative
1597,향후 생산성 저하가 우려되고 ,negative
1597,협회에 따르면 지난 9월17일 ASF 첫 발생 이후 전국에 이동제한 및 권역별 이동,neutral
1598,목살로 대변되던 구이 문화 저변이 넓어지고 ,positive
1598,가장 인기가 높은 갈매기살의 경우 18년 대비 36t 증가한 164t,positive
1599,한미 월별 돼지값 추이약세를 지속했던 미국의 돼지 값이 내년 오름세로 반전할 조짐을 보이면서 한돈 동반 상승 여부가 주목되고 ,neutral
1599,그동안 한돈이 유독 미국 시장과 높은 연계성을 보였던 때문이다,neutral
1599,한국과 미국은 그렇지 못했다,negative
1599,상승했다,positive
1599,전년 수준 이하로 형성돼 세계 흐름과는 동떨어진 가운데 4월 급등 이후 하락세를 기록,negative
1600,내달에는 전국 도매시장 평균가격이 지육 kg당 4천110원까지 회복될 것이란 전망이 나왔다,positive
1600,대한한돈협회가 양돈전산프로,neutral
1601,자조금 본연 역할 수행케,neutral
1601,최선을 다하겠다,positive
1601,자조금 대의원회를 이끌어갈 장성훈 신임 의장이 밝히는 포부다,neutral
1601,끊임없는,neutral
1602,다비육종 민동수 대표가 한국종돈생산자협회의 새로운 회장으로 선출됐다,neutral
1602,민동수 대표를  추대했다,neutral
1602,종돈생산자협회는 이어 위임장을,neutral
1603,특별한 돼지고기 나눔행사가 이뤄졌다,positive
1603,방역성과에 대한 감사함을 전달하기 위해 용인 양돈인들이 솔선수범해 관내 군부대에 1천400kg의 한돈을 기부한 것이다,positive
1603,직후 용인시의 협조요청을 받은 육군 5171부대와 수도군단 특공연대는 즉각 군장병들을 투,neutral
1604,발생이 소강상태로 접어들었다,neutral
1604,의심신고 조차 없는 상황이다,negative
1604,한다는 게 수의전문가들의 전반적인 시각,neutral
1604,양돈현장의 수준 높은 방역노력이 결실을 거두고 ,positive
1605,화성육가공공장 임직원들이 친환경인증 행사를 갖고 ,neutral
1605,돈에 대한 친환경적 생산체제를 보다,neutral
1606,발생 시 발생지역 사육돼지를 예방적 살처분 할 수 있는 내용을 담은 법안이 국회에 상정돼 논란이 되고 ,negative
1606,문제점을 보완하고자 ,neutral
1607,개최하고 최우수상으로 청주시 서문시장 삼겹살거리를 선정했다,positive
1607,효과를 주고자 매년 열린다,positive
1607,올해는,neutral
1608,민동수 다비육종 대표가 종돈생산자협회장으로 선출됐다,neutral
1608,민동수 대표를  추대했다,neutral
1608,이번 보궐선거는 박한용 전 회장이 일신상의,neutral
1609,한돈 새끼 돼지,neutral
1609,한돈자조금관리위원회는 최근 공식 온라인 채널 ‘한돈 닷컴’에서 ‘새끼돼지 네이밍 콘테스트,neutral
1609,장점을 잘 부각시킬 수 있는,positive
1610,운동에 나섰다,neutral
1610,농관원은 지난 20일 경북 김천 본원 구내식당에서 한돈 소비촉진 다짐 행사를 진행하,neutral
1611,돼지고기 공급 물량이 줄면서 한돈 가격이 상승할 것으로 기대되고 ,positive
1611,전망을 통해 이달 돼지 도매가격은 등급판정 마릿수 감소로 전년 동월,neutral
1612,대형마트의 돼지고기 납품 관련 횡포에 과징금 철퇴가 내려졌다,negative
1612,롯데쇼핑 마트부문에 판촉비용 전가행위 등 5가지 불공정행위를 시정할 것을 명령한 동시에 총 411억8천500만원을 부과키로 결정했다,negative
1612,유통업체에 내려진 과,neutral
1613,지위를 회복해 지속 유지할 방침이다,positive
1613,농림축산검역본부는 지난해 ㈜FVC(녹십자수의약품?,neutral
1613,공동연구를 진행키로 했다.,neutral
1613,이에 검역본부 구제역 백,neutral
1614,예방적 살처분이 가능토록 하는 법률개정이 추진되면서 양돈업계가 강력히 반발하는 등 파문이 심상치 않다,negative
1614,<본지 3329호,neutral
1614,성명을 발표하고 결사반대와 함께 즉각 철회를 촉구하,negative
1615,목소리로 정부에 건의했다,neutral
1615,돼지가격 안정대책도 요청했다,neutral
1615,정부 세종청사에서 이뤄진 농림축산식품부 관계자들과의 간담회 자리에서다,neutral
1615,정부의 생계안정자금부터 지적했다,negative
1615,확대해야 한다는 게 그 골자다,neutral
1615,생계안정자금 지원,positive
1616,장단기 대책을 제시키로 했다,neutral
1616,발생이후 도매시장 기능 정상화 방안을 집중 논의했다,neutral
1616,최근 회복세를 보,neutral
1617,양돈용배합사료 생산량의 증가세가 반년째 이어지고 ,positive
1617,전월대비 ,neutral
1617,1년전,neutral
1618,출범식에 참석해,neutral
1619,위축된 소비심리를 극복하고 한돈의 소비촉진을 증진하는 한편 나눔행사를 통,positive
1620,돼지고기 수출이 증가할 것이란 전망이 나왔다,neutral
1620,이같이 밝혔다,neutral
1620,농경연에 따르면 202,neutral
1621,마련을 주문했다,neutral
1621,센터에서 연례세미나를 열고,neutral
1622,할인 판매한다,positive
1622,한국축산데이터는 자체 개발한 가축 헬스케,neutral
1623,양돈업계가 부정적인 입장을 밝혔다,negative
1623,현실과 맞지 않는 부분이 많다며 수정을 요구했다,negative
1623,중복된다며 삭제가 필요하다는 입장이다,neutral
1623,대체해 줄 것을 요구했다,neutral
1624,추가 발생하지 않고 ,neutral
1624,철원 지역의 살처분 농가들의 재입식 시기가 관심사로 떠오르고 ,neutral
1624,재입식 시 강화된 기준을 적용하겠다고 ,neutral
1624,살처분 농가들의 재입식도 쉽지 않을 전망으로 이들 농가들은 재입식을 위해 지역,neutral
1624,사전에 기준 등 공개할 등을 것을 주장하고 ,neutral
1624,김현수 농림축산식품부 장관은 지난 28일,neutral
1625,양돈사료량이 사상 최고치를 기록했다,positive
1625,각각 증가했다,neutral
1626,재입식을 허용할 방침이다,neutral
1626,그 시점이 언제가 될지는 아직 불투명한 것으로 나타났다,negative
1626,지자체 관계자들과 간담회를 갖고 ,neutral
1626,강화된 방역시설기준을 보완한 후에 재입식이 이뤄지,negative
1627,발생 여파로 생산성 저하가 심각하게 나타난 것으로 분석됐다,negative
1627,올 3분기,neutral
1628,전망이 이어지고 ,neutral
1628,최근 내놓은 국내 돈육시장 분석 보고서를 통해 2020년 전국 도매시장의 연 평균 가격을 지육kg당 4천367원으로 예상했다,neutral
1628,기록했던 2018년과 비슷한 가격으로 올해 평균 돈가,neutral
1629,추가발생이 없다,neutral
1629,정부의 사육돼지 방역대책이 초미의 관심사로 떠오르고 ,negative
1629,수의전문가들로부터 다양한 의견을 들어보았다,neutral
1629,바이러스가 지속 검출되고 ,negative
1629,바이러스가 감염될 수 있다,negative
1629,접촉 뿐 아니라 쥐 등 다른 매개체에 의해 옮길 가능성도 배제할 수 없다,neutral
1629,감염을 전부 막아내기에는 분명 한계가 있다,negative
1629,이동제한하는 것은 과도한 측면이 있다,negative
1629,추진되고 있는 사육돼지 예방적 살처분 움직임 역시 신중하게 접근해야 한다,neutral
1629,방역은 강할 수록 효과가 있다,positive
1630,철원지역간 광역울타리내 야생멧돼지 개체수 제로화를 추진하고 ,neutral
1630,대한한돈협회와의 면담에서다,neutral
1630,이날 한돈협회 방역대책위원회 김정우 위원장은 야,neutral
1631,사육’ 형태로 전환되고 ,neutral
1631,이는 양돈에 대한 징벌적 법안이 속속 개정 또는 개정 움직임을 보이고 ,neutral
1631,국내 양돈농가 설자리가 점점 위축되고 ,negative
1631,농림축산식품부는 올해 9월 구제역 농가 책임 방역 강화를 골자로 한 ,neutral
1631,축산업 영업정지 또는 허가취소를 할 수 있는 근거를 마련했다,neutral
1632,이하 법사위)에서 제동이 걸렸다,negative
1632,<본지 3331호,neutral
1632,양돈업계는 일단 한숨을 돌리게 됐다,negative
1632,박완주의 의원이 대표발의한 가전법 개정안에 대해  계류 결정을,neutral
1633,여파를 벗어난 것일까,neutral
1633,올 들어 처음으로 지난해 동월에 비해서도 높았다,negative
1633,올랐으며 지난해 동월 3천675원 대비 ,neutral
1633,전년 동월보다 도매시세가 오른 것은 금년,neutral
1634,추운 겨울 소외계층의 마음에 온기를 불어넣어,positive
1634,도드람양돈농협은 지난달 13일,neutral
1635,2020년 ASF 이전수준 회복이 목표농장 ASF검사허용 등 부분살처분 성과 기대라보뱅크 ,negative
1635,부정적전 세계 육류시장의 재편을 불러올 것이라는 중국의 ASF,negative
1635,그 영향이 불가피한 가운데 향후 중국양돈에 대해 엇갈린 전망도 나오고 ,neutral
1635,진단과 함께 해외 전문기관들의 다양한 시각을 분석했다,neutral
1635,↓,negative
1635,전 세계 돈육생산량이 9천552만3천톤에 머물 것으로 예상했다,neutral
1635,감소한 것으로 2007년 이후 최저치다,neutral
1635,중국의 감소폭은 더 클 전망이다,neutral
1635,가 적은 3천475만톤에 그칠 것이란 관측이다,neutral
1635,반면 주요 돈육수출국인 미국,neutral
1636,돈협회가 후속대응에 나섰다,neutral
1636,가전법 개정 관련 대응방안을 집중 논의했다,neutral
1636,경우 지원금 지급이 가능토록 법적근거를 담고 ,neutral
1636,폐업조건이나 지급 기준이 명확치 않아 자칫 정부의 폐업조치 명,negative
1637,두로 사실상 마감됐다,neutral
1637,대비 절반에도 못 미친 물량이 수입됐다,negative
1637,특히 9월 국내 ASF 발생 이후 종돈 수입 업체들이 수입 계획을 유,neutral
1638,지난달 돼지출하두수가 감소하면서 가격도 소폭 회복됐다,neutral
1638,도체등급판정실적은 지난,neutral
1639,올해 국내 동물용의약품 수출액이 사상 최고인 3억불(3천500억원)을 초과할 것으로 전망됐다,positive
1639,경기 화성에 위치한 ‘바이오노트’사에서 현장 자문위원,neutral
1640,바이러스가 지속 검출되고 ,negative
1640,개체에서 아프리카돼지열병 바이러스가 검출됐다고 ,negative
1640,파주시 장단면 폐사체는 11월,neutral
1641,이상 크게 줄었다,neutral
1641,올해도 수입량이 40만톤 이상을 기록할 것으로 보인다,neutral
1641,감소,negative
1642,인증 브랜드로 선정했다,neutral
1642,올해로 제16회를 맞이하는 우수 축산물브랜드 인증,positive
1643,사진>를 후원했다,neutral
1643,국회 생,neutral
1644,확산은 미국과 중국의 무역전쟁의 빌미로 확산됐다는 분석이 제기됐다,negative
1644,발생 현황’이라는 주제 발표를 통해,neutral
1645,추진에 반발하며,negative
1645,양돈 현안에 대해 논의했다,neutral
1646,할인 행사가 그 이후 소비에는 부담이 되고 있다는 지적이다,negative
1646,각각 하락했다,neutral
1646,10월 한돈 폭락 이후 대,negative
1647,구제역백신 무침주사기 국산화가 임박했다,neutral
1647,구제역백신 접종시 불가피하게 발생하는 이상육 피해를 최소화시킬 계기가 마련될지 관심을 모으고 ,neutral
1647,무침주사기 개발이 사실상 마무리됐다,neutral
1647,한돈협회의,neutral
1648,실버푸드 시장 공략 적극 뒷받침1-2차육가공 ‘장기계약’ 확대 중심 역할  내년 돈육소비 1㎏↑,positive
1648,향후 목표를 이 한마디로 설명했다,neutral
1648,하태식 위원장은 얼마전 한돈협회가 제시한 ,neutral
1649,절반수준으로 떨어질 것이란 전망이 나왔다,negative
1649,네덜란드계 농업금융기관인 라보뱅크는 최근 중국 양돈산,neutral
1650,살처분 양돈농가들의 시선이 강화와 김포지역으로 집중되고 ,neutral
1650,큰 영향을 미칠 수 밖에 없음을 공공연히 밝혀온 상황,negative
1650,발생여부와 관계없이 재입식 절차가 진행돼야 한다는 시각이 양돈현장을 중심으로 확산되고 ,negative
1650,경기 안성)에게 제,neutral
1651,협회로 답지하고 ,positive
1651,성금 1천만원을 기탁했다,positive
1651,산업계의 어려움이 커지고 ,negative
1652,광화문 광장에서 한돈 축제의 장이 대대적으로 펼쳐졌다,neutral
1652,이라는 모토로 한돈,neutral
1653,여전히 지역 간 이동제한이 해제되지 않아 농가들의 불만 및,negative
1653,피해가 누적되고 ,negative
1653,약 70일간 ASF가 검출되지 않음에도 경기 북부 지역의,negative
1654,야생멧돼지 아프리카돼지열병 검출현황,neutral
1654,최근 야생멧돼지에서 ASF 검출이 잇따르고 ,negative
1654,경기 북부 지역 방역을 강화하면서 살처분 농가들의 재입식은 요원해지고 ,negative
1654,이원화된 정책을 정부에 요구하고 ,neutral
1654,강원도 철원군 갈말읍에서 발견된 폐사체와 서면에서 포획된 멧돼지에서 아프리카돼지열병 바이러스가 검출됐다고 ,negative
1654,발견 및 포,neutral
1655,인증점 가운데 최우수 업소로 선정됐다,positive
1655,한돈자조금관리위원회는 올해 전국의 인증점 1천개소를 대,neutral
1656,강화된 방역을 농장내 차량기사 하차 못하게 해야  울타리 2m 고려,neutral
1656,국내에서도 발생하면서 온 나라가 충격에 빠져있는 형국이다,negative
1656,말로 다할 수 없는 실정이다,negative
1656,양돈현장에는 동요와 공포가 팽배한 게 현실이다,negative
1656,일수록 막연한 두려움 보다는 농가 개개인의 철저한 방역수칙 준수 의지가 필요한 시점이라고 입을 모으고 ,neutral
1656,순수 농장 방역효과는 더 크게 기대할 수 있다는 점을 강조하고 ,positive
1656,밖은 모두 오염됐다,negative
1657,바이러스가 검출됐다,negative
1657,가운데 2건에서 ASF 바이러스가 확인됐다,negative
1657,지난달 29일 파주 군내면 야생멧돼지 폐사체 발견지점 30m 거리의 웅덩이와,neutral
1658,확산 추세에 접어 ,negative
1658,야생 멧돼지 2천144마리에 대한 항체,neutral
1659,끊겼을 동절기에도 일선 양돈장들의 후보돈 입식이 한창이다,neutral
1659,양돈장의 후보돈 입식이 재개되면서 일부 종돈장들의 경우 공급부족 현상도 나타나고 ,negative
1659,일선 양돈장들이 적지,negative
1660,농산물품질관리원이 돼지고기 원산지 위반 단속 효율 제고를 위해 돈육에서?,neutral
1660,원산지검정법을 개발키로 했다,neutral
1660,기자들에게 설명하고,neutral
1660,이날 노 원,neutral
1661,축산물품질평가원돼지도체 등급 판정 기준 개정이 추진된다,neutral
1661,이에 농가와 육가공업계 등 관련업계는 소비 시장과 연계한 등급 판정 기준으로 개정돼야 한다고 ,neutral
1661,업계의 의견을 수렴했다,neutral
1661,한 목,negative
1662,시장 점유율이 광우병 사태 이전 수준에 근접하고 ,neutral
1662,최근 식품의약품안전처에 따르면 11월말 미국산 쇠고기 수입량은 21만9천여톤으로 전년 동기 20만3천톤보다 ,neutral
1663,돼지유행성설사)를 막기 위한 철저한 대비가 요구되고 ,neutral
1663,유행이 우려됨에 따라 도내 양돈농가에 방역관리 강화 조치를 추진한다고 ,negative
1664,돼지고기 수입이 감소하면서 ,negative
1664,최근 육류유통수출협회에 따르면 10월 말 기준 수입 돼지고기 재고물량(정육+부산물)은 10만5천톤으로 전달 12만3천톤,neutral
1665,재검사를 요구하고 ,negative
1665,정부의 구제역백신 항체검사 강화와 함께 과태료 부과가 급증하고 ,negative
1665,회장 하태식)는 억울한 농가들이 발생하지 않도록 대책,negative
1666,이 구축됐다,neutral
1666,육질을 포함한 종돈개량 지표로 활용도 가능하다는 분석이다,positive
1666,중간보고회를 갖고 이같이 밝혔다,neutral
1666,이번 사업을 맡은 정P,neutral
1667,연속 하락했다,negative
1667,이의가 없다,negative
1667,돼지도체등급판정 결과 지난 11월 상위등급 출현율(1+ 등급 ,positive
1668,결연한 방역의지를 다졌다,positive
1668,대한한돈협회 충북도협의회(회장 김춘일) 월례회의에서다,neutral
1668,지용현 동물방역팀장도 자리를 함께 한 이날 회의에서 한돈협회 김정우 부회장과 시군 지부장 등 참석자들은 AS,neutral
1669,조합장 박광욱)도 미소를 짓고 ,positive
1669,p 증가했다,neutral
1669,특히 여자부 경기,neutral
1670,한▲ 왼쪽부터 축산물처리협회 배경현 전무,neutral
1670,국축산물처리협회(회장 김명규)가 A,neutral
1671,대응 등 가축방역 관련 예산이 3천714억원으로 확정됐다,neutral
1671,증액된 수준이다,neutral
1671,증액돼 국회 본회의를 통과했으며 이중 방역 관련 예산이 이처럼 증액됐다고 ,neutral
1671,특히 정부안에 비해 증액,neutral
1672,구제역 항체 형성률 미흡의 한 원인으로 농가들의 백신 접종 기피보다는 출하일령 지연이 한 몫 하는 것으로 나타났다,negative
1672,협회는 도축장 검사에서 항체 형성률 미달 시 재검사 기회를 반드시 부여해야 한다고 ,neutral
1672,농장 폐쇄 등 엄격한 행정 처분을 적용할 방침이라고 발표했다,neutral
1672,이에 따라 9~11월 두 달간 구제역 백신접종 미흡 농가 142곳에 대,neutral
1673,인증점 전국 최우수 업소로 선정됐다,positive
1673,산업의 경쟁력 제고를 위해 추진돼,positive
1674,권역 외 이동이 제한된다,neutral
1674,권역 외 이동을 제한하는 조치를 시행한다고 ,neutral
1674,이번 분뇨 이동제한은 그간 국내에서 발생한 구제역에 대한 역학조사 결과 가축분뇨,neutral
1675,발생하자 정부가 검역 강화 조치에 나섰다,negative
1675,농림축산식품부는 17일 인도네시아 농업부가 자국 내 북수마트라 지역(우타라주,neutral
1676,금든 돼지문화원 대표가 대한민국 최고 양돈 명인으로 선정됐다,positive
1676,최근 농촌진흥청은 장 대표를 비롯해 각 분야별 2,neutral
1677,현장 요원을 대상으로 방역 교육을 실시키로 했다,neutral
1677,환경부는 13~23일까지 열흘간 ASF 발생지역인 철원,neutral
1678,확인검사를 하지 않을 방침이다,neutral
1678,양돈업계는 반대입장을 분명히 하고 ,negative
1678,가축사육시설 가축 또는 도축장 출하가축에 대한 혈청검사시 농림축산검역본부의 확인검사 시료채취 기준,neutral
1679,사육돼지 이동제한의 피해가 점차 현실화 되고 ,negative
1679,일각에선 지금과 같은 방역정책 기조라면 양돈농가들이 느끼는 피해는 예방적살처분을 능가할 수도 있다는 우려도 나오고 ,negative
1679,이동제한이 이뤄지고 ,neutral
1679,함께 경기도 포천(15개소) 일부 양돈장이 그 대상이다,neutral
1679,주목할 것은 방역당국이 이동제한 조치를 내리면서 ,neutral
1680,불우이웃을 돕기 위해 6천만원 상당의 한돈,positive
1681,최성현 상무가 성금전달식을 갖고 ,neutral
1682,대한민국 최고농업기술명인’에 선정됐다,positive
1682,축산 분야에서 각각 뛰어난 농업 기술력을,positive
1683,수준에 형성될 것이라고 내다봤다,neutral
1683,국내 육가공업체 관계자들이 참석한 가운데 최근 국내 돈육 시장에 대한 동향분석회의,neutral
1684,공제액도 640억원에 이른 것으로 추정됐다,neutral
1684,1천여두에서 이상육이 발생한 것으로 나타났다,negative
1684,이를 것으로 추산했다,neutral
1684,업계 관계자들은 이상육 발생 증가에 따른 피해 상황을 고려,neutral
1685,내년 삼겹살 수입 관세가 더 내려간다,neutral
1685,내려간다,neutral
1685,모든 관세가 사라진다,negative
1685,떨어진,negative
1686,이후 최고가를 기록하고 ,positive
1686,식량농업기구)가 집계하는 세계 육류가격 지수자료에 따르면 11,neutral
1687,▲ 현장에서 이뤄지고 ,neutral
1687,피드백 결과 내용과 대책을 조합원과 상담 하고 ,neutral
1687,경기도축산위생시험소와 연계해 실시하고 있는 컨설팅에,neutral
1688,경기 양주)에게 감사패를 전달,positive
1688,김현수 농림축산식품부 장관이 출석한 가운데 열린 법사위 전체회의,neutral
1689,국내 돼지 도축두수는 올해와 거의 비슷한 수준이 될 것이라는 전망이 나왔다,neutral
1689,  발표회를 통해 이같이 내다,neutral
1690,정밀검사 결과 모두,neutral
1691,반 동안 과태료 처분 대상에 포함된 전국의 양돈장이 185개소에 달하는 것으로 확인됐다,neutral
1691,도축장에 출하된 소,neutral
1692,수상의 기쁨을 나누고 ,positive
1692,소비자가 뽑은 베스트도축장으로 선정됐다,positive
1692,공식 출범한 후발,neutral
1693,연속 60만톤을 넘었다,neutral
1693,최근 농림축산식품부에 따르면 11월 양돈사료량은 60만4천여톤으로 전달 63만2천톤에,neutral
1694,발생이 50건을 넘어섰다,negative
1694,경기도 파주시 진동면 하포리와 군내면 정자리에서 발견된 멧돼지 폐사체,neutral
1695,장성훈 감사,neutral
1695,▲ 왼쪽부터 바이엘코리아,neutral
1696,개선됐던 국내 양돈현장의 이유후 육성률이 다시 떨어졌다,negative
1696,연속 하락하며 이제 90,negative
1696,  대책 마련이 시급하다,negative
1696,이용해 국내 양돈농가들의 생산성을 가늠해 보았다,neutral
1696,그 결과 국내 양돈현장의 고질병이 그대로 드러났다,negative
1696,이유전후의 육성률이 이전수준에 머물,neutral
1697,최소한의 대책을 정부에 요구하고 ,neutral
1697,있는  정부 차원의 응급처방이라도 이뤄져야 한다는 것이다,negative
1697,전 혈청검사부터 개선돼야 한다는 입장,neutral
1698,배합사료 원료곡물 도입에서부터 곰팡이독소관리가 강화돼야 한다는 분석이 나왔다,neutral
1698,돈협회가 실시한 ‘2019년도 양돈용 배합,neutral
1699,돼지가격이 폭락했다,negative
